CIK,coName,formtype,date,fName,length,full_link
1459417,"2U, Inc.",10-K,2019-12-31,281324.txt,91758,/blue/acg7849/share/BS/item1/281324.txt
1638833,"Surgery Partners, Inc.",10-K,2019-12-31,282761.txt,159350,/blue/acg7849/share/BS/item1/282761.txt
1659207,Fellazo Corp,10-K,2019-08-31,282952.txt,9420,/blue/acg7849/share/BS/item1/282952.txt
1261379,Frontier Funds,10-K,2019-12-31,280899.txt,77736,/blue/acg7849/share/BS/item1/280899.txt
906163,NVR INC,10-K,2019-12-31,285574.txt,31949,/blue/acg7849/share/BS/item1/285574.txt
1333986,"Equitable Holdings, Inc.",10-K,2019-12-31,280561.txt,4277,/blue/acg7849/share/BS/item1/280561.txt
1169987,"HTG MOLECULAR DIAGNOSTICS, INC",10-K,2019-12-31,280071.txt,115135,/blue/acg7849/share/BS/item1/280071.txt
1023198,"StemGen, Inc.",10-K,2019-06-30,265413.txt,3120,/blue/acg7849/share/BS/item1/265413.txt
1489588,"Gratitude Health, Inc.",10-K,2019-12-31,281492.txt,59872,/blue/acg7849/share/BS/item1/281492.txt
1477009,GENERAL CANNABIS CORP,10-K,2019-12-31,281422.txt,69613,/blue/acg7849/share/BS/item1/281422.txt
917470,OLYMPIC STEEL INC,10-K,2019-12-31,285658.txt,145391,/blue/acg7849/share/BS/item1/285658.txt
1541401,"Empire State Realty Trust, Inc.",10-K,2019-12-31,281879.txt,70667,/blue/acg7849/share/BS/item1/281879.txt
1035267,INTUITIVE SURGICAL INC,10-K,2019-12-31,279339.txt,163328,/blue/acg7849/share/BS/item1/279339.txt
1328598,Invesco CurrencyShares Euro Trust,10-K,2019-12-31,280539.txt,20996,/blue/acg7849/share/BS/item1/280539.txt
1687919,FORGE INNOVATION DEVELOPMENT CORP.,10-K,2019-12-31,283198.txt,44112,/blue/acg7849/share/BS/item1/283198.txt
21175,CNA FINANCIAL CORP,10-K,2019-12-31,284177.txt,20210,/blue/acg7849/share/BS/item1/284177.txt
1046102,RITCHIE BROS AUCTIONEERS INC,10-K,2019-12-31,279421.txt,30750,/blue/acg7849/share/BS/item1/279421.txt
819689,MICRON SOLUTIONS INC /DE/,10-K,2019-12-31,285111.txt,13112,/blue/acg7849/share/BS/item1/285111.txt
1737193,"Baja Custom Design, Inc.",10-K,2019-12-31,283672.txt,6788,/blue/acg7849/share/BS/item1/283672.txt
1670349,"U.S. WELL SERVICES, INC.",10-K,2019-12-31,283037.txt,40147,/blue/acg7849/share/BS/item1/283037.txt
1493212,Phoenix Life Sciences International Limited.,10-K,2019-02-28,281522.txt,72008,/blue/acg7849/share/BS/item1/281522.txt
1642081,"Allegiance Bancshares, Inc.",10-K,2019-12-31,282792.txt,65226,/blue/acg7849/share/BS/item1/282792.txt
1688941,"Foundation Building Materials, Inc.",10-K,2019-12-31,283211.txt,84516,/blue/acg7849/share/BS/item1/283211.txt
1037390,"GRIFFIN INDUSTRIAL REALTY, INC.",10-K,2019-11-30,279352.txt,59223,/blue/acg7849/share/BS/item1/279352.txt
1307954,Huntsman CORP,10-K,2019-12-31,279695.txt,82777,/blue/acg7849/share/BS/item1/279695.txt
1460235,Aberdeen Standard Platinum ETF Trust,10-K,2019-12-31,281327.txt,82695,/blue/acg7849/share/BS/item1/281327.txt
862861,JanOne Inc.,10-K,2019-12-28,285292.txt,59903,/blue/acg7849/share/BS/item1/285292.txt
1690080,KBL MERGER CORP. IV,10-K,2019-12-31,283221.txt,183807,/blue/acg7849/share/BS/item1/283221.txt
815556,FASTENAL CO,10-K,2019-12-31,285098.txt,278402,/blue/acg7849/share/BS/item1/285098.txt
1021561,"NU SKIN ENTERPRISES, INC.",10-K,2019-12-31,279259.txt,79060,/blue/acg7849/share/BS/item1/279259.txt
727510,"ENZON PHARMACEUTICALS, INC.",10-K,2019-12-31,284740.txt,20907,/blue/acg7849/share/BS/item1/284740.txt
1784970,WeTrade Group Inc.,10-K,2019-12-31,284061.txt,10891,/blue/acg7849/share/BS/item1/284061.txt
1005201,"Assertio Therapeutics, Inc",10-K,2019-12-31,279149.txt,166231,/blue/acg7849/share/BS/item1/279149.txt
1652535,"ICHOR HOLDINGS, LTD.",10-K,2019-12-27,282884.txt,32402,/blue/acg7849/share/BS/item1/282884.txt
1574291,CC Holdings GS V LLC,10-K,2019-12-31,282134.txt,76437,/blue/acg7849/share/BS/item1/282134.txt
1670196,Deseo Swimwear Inc.,10-K,2019-12-31,283036.txt,9102,/blue/acg7849/share/BS/item1/283036.txt
1298946,DiamondRock Hospitality Co,10-K,2019-12-31,280395.txt,106297,/blue/acg7849/share/BS/item1/280395.txt
1742927,Tenzing Acquisition Corp.,10-K,2019-02-28,275195.txt,136086,/blue/acg7849/share/BS/item1/275195.txt
814585,MBIA INC,10-K,2019-12-31,285091.txt,54935,/blue/acg7849/share/BS/item1/285091.txt
1580905,"Installed Building Products, Inc.",10-K,2019-12-31,282218.txt,86174,/blue/acg7849/share/BS/item1/282218.txt
1494448,"EMERGENT CAPITAL, INC.",10-K,2019-11-30,281534.txt,53555,/blue/acg7849/share/BS/item1/281534.txt
1286681,DOMINOS PIZZA INC,10-K,2019-12-29,280342.txt,100995,/blue/acg7849/share/BS/item1/280342.txt
1067294,"CRACKER BARREL OLD COUNTRY STORE, INC",10-K,2019-08-02,266053.txt,29505,/blue/acg7849/share/BS/item1/266053.txt
1098146,PATRIOT NATIONAL BANCORP INC,10-K,2019-12-31,279749.txt,64192,/blue/acg7849/share/BS/item1/279749.txt
910108,LEXINGTON REALTY TRUST,10-K,2019-12-31,285594.txt,39773,/blue/acg7849/share/BS/item1/285594.txt
1673813,Ally Auto Receivables Trust 2016-3,10-K,2019-12-31,283069.txt,1001,/blue/acg7849/share/BS/item1/283069.txt
354190,ARTHUR J. GALLAGHER & CO.,10-K,2019-12-31,284368.txt,96754,/blue/acg7849/share/BS/item1/284368.txt
1439222,"AGIOS PHARMACEUTICALS, INC.",10-K,2019-12-31,281237.txt,389270,/blue/acg7849/share/BS/item1/281237.txt
1434601,"Marquie Group, Inc.",10-K,2019-05-31,269655.txt,23815,/blue/acg7849/share/BS/item1/269655.txt
106532,WEYCO GROUP INC,10-K,2019-12-31,279546.txt,25788,/blue/acg7849/share/BS/item1/279546.txt
791963,OPPENHEIMER HOLDINGS INC,10-K,2019-12-31,284976.txt,93372,/blue/acg7849/share/BS/item1/284976.txt
1408057,iCoreConnect Inc.,10-K,2019-12-31,281013.txt,15542,/blue/acg7849/share/BS/item1/281013.txt
1262823,WESTLAKE CHEMICAL CORP,10-K,2019-12-31,280242.txt,105633,/blue/acg7849/share/BS/item1/280242.txt
6494,ANDREA ELECTRONICS CORP,10-K,2019-12-31,284546.txt,40837,/blue/acg7849/share/BS/item1/284546.txt
1385280,"Cinemark Holdings, Inc.",10-K,2019-12-31,280872.txt,297176,/blue/acg7849/share/BS/item1/280872.txt
1713736,Ally Auto Receivables Trust 2017-4,10-K,2019-12-31,281430.txt,1001,/blue/acg7849/share/BS/item1/281430.txt
1521332,Aptiv PLC,10-K,2019-12-31,281724.txt,1680,/blue/acg7849/share/BS/item1/281724.txt
1481443,"TechCom, Inc.",10-K,2019-12-31,281453.txt,9786,/blue/acg7849/share/BS/item1/281453.txt
1109354,BRUKER CORP,10-K,2019-12-31,279819.txt,60950,/blue/acg7849/share/BS/item1/279819.txt
13156,"Galaxy Gaming, Inc.",10-K,2019-12-31,280464.txt,23245,/blue/acg7849/share/BS/item1/280464.txt
1770450,Xerox Holdings Corp,10-K,2019-12-31,279686.txt,83152,/blue/acg7849/share/BS/item1/279686.txt
1059142,"AMERICA FIRST MULTIFAMILY INVESTORS, L.P.",10-K,2019-12-31,279511.txt,41307,/blue/acg7849/share/BS/item1/279511.txt
1769663,"Pioneer Bancorp, Inc./MD",10-K,2019-06-30,275321.txt,235487,/blue/acg7849/share/BS/item1/275321.txt
49196,HUNTINGTON BANCSHARES INC/MD,10-K,2019-12-31,284461.txt,265031,/blue/acg7849/share/BS/item1/284461.txt
1449488,CSI Compressco LP,10-K,2019-12-31,281292.txt,78995,/blue/acg7849/share/BS/item1/281292.txt
1120370,"BROADWIND ENERGY, INC.",10-K,2019-12-31,279863.txt,30980,/blue/acg7849/share/BS/item1/279863.txt
1140102,"HireQuest, Inc.",10-K,2019-12-31,279965.txt,38118,/blue/acg7849/share/BS/item1/279965.txt
1046311,CHOICE HOTELS INTERNATIONAL INC /DE,10-K,2019-12-31,279424.txt,627796,/blue/acg7849/share/BS/item1/279424.txt
1094739,FINISAR CORP,10-K,2019-04-28,266420.txt,76604,/blue/acg7849/share/BS/item1/266420.txt
868671,"GLACIER BANCORP, INC.",10-K,2019-12-31,285322.txt,138462,/blue/acg7849/share/BS/item1/285322.txt
766404,"MULTI SOFT II, INC",10-K,2019-01-31,276916.txt,38721,/blue/acg7849/share/BS/item1/276916.txt
1448597,Bullfrog Gold Corp.,10-K,2019-12-31,281288.txt,50177,/blue/acg7849/share/BS/item1/281288.txt
1281761,REGIONS FINANCIAL CORP,10-K,2019-12-31,280308.txt,128192,/blue/acg7849/share/BS/item1/280308.txt
1097396,CERES TACTICAL GLOBAL L.P.,10-K,2019-12-31,279747.txt,37936,/blue/acg7849/share/BS/item1/279747.txt
1581874,"Terra Secured Income Fund 5, LLC",10-K,2019-12-31,282228.txt,80634,/blue/acg7849/share/BS/item1/282228.txt
1409970,LendingClub Corp,10-K,2019-12-31,281030.txt,2711340,/blue/acg7849/share/BS/item1/281030.txt
946673,BANNER CORP,10-K,2019-12-31,285837.txt,232861,/blue/acg7849/share/BS/item1/285837.txt
91928,SOUTH JERSEY INDUSTRIES INC,10-K,2019-12-31,285671.txt,47307,/blue/acg7849/share/BS/item1/285671.txt
78003,PFIZER INC,10-K,2019-12-31,284931.txt,10908,/blue/acg7849/share/BS/item1/284931.txt
1633336,"Crescent Capital BDC, Inc.",10-K,2019-12-31,282708.txt,471906,/blue/acg7849/share/BS/item1/282708.txt
1296205,ZAGG Inc,10-K,2019-12-31,280385.txt,102591,/blue/acg7849/share/BS/item1/280385.txt
1678617,Capital Auto Receivables Asset Trust 2016-2,10-K,2019-12-31,285505.txt,1001,/blue/acg7849/share/BS/item1/285505.txt
1201792,AMERICAN PUBLIC EDUCATION INC,10-K,2019-12-31,280156.txt,356288,/blue/acg7849/share/BS/item1/280156.txt
1525306,First America Resources Corp,10-K,2019-06-30,270961.txt,3033,/blue/acg7849/share/BS/item1/270961.txt
1662524,"AKCEA THERAPEUTICS, INC.",10-K,2019-12-31,282975.txt,132867,/blue/acg7849/share/BS/item1/282975.txt
927355,TESSCO TECHNOLOGIES INC,10-K,2019-03-31,278782.txt,37510,/blue/acg7849/share/BS/item1/278782.txt
719402,FIRST NATIONAL CORP /VA/,10-K,2019-12-31,284686.txt,36504,/blue/acg7849/share/BS/item1/284686.txt
1528985,"Inland Real Estate Income Trust, Inc.",10-K,2019-12-31,281779.txt,20485,/blue/acg7849/share/BS/item1/281779.txt
1961,WORLDS INC,10-K,2019-12-31,284155.txt,29933,/blue/acg7849/share/BS/item1/284155.txt
1616788,LEGACY VENTURES INTERNATIONAL INC.,10-K,2019-06-30,272769.txt,29978,/blue/acg7849/share/BS/item1/272769.txt
1161154,"Energy Transfer Operating, L.P.",10-K,2019-12-31,280024.txt,1502,/blue/acg7849/share/BS/item1/280024.txt
72971,WELLS FARGO & COMPANY/MN,10-K,2019-12-31,284753.txt,56443,/blue/acg7849/share/BS/item1/284753.txt
1748907,Orchard Therapeutics plc,10-K,2019-12-31,283769.txt,218057,/blue/acg7849/share/BS/item1/283769.txt
1668673,"PetIQ, Inc.",10-K,2019-12-31,283023.txt,41652,/blue/acg7849/share/BS/item1/283023.txt
846901,LAKELAND BANCORP INC,10-K,2019-12-31,285224.txt,108347,/blue/acg7849/share/BS/item1/285224.txt
1650739,"Ajia Innogroup Holdings, Ltd.",10-K,2019-06-30,273521.txt,9123,/blue/acg7849/share/BS/item1/273521.txt
1633917,"PayPal Holdings, Inc.",10-K,2019-12-31,282712.txt,72890,/blue/acg7849/share/BS/item1/282712.txt
1072627,KINGSWAY FINANCIAL SERVICES INC,10-K,2019-12-31,279600.txt,61139,/blue/acg7849/share/BS/item1/279600.txt
1355754,INSTRUCTURE INC,10-K,2019-12-31,280657.txt,158318,/blue/acg7849/share/BS/item1/280657.txt
1572334,Virginia National Bankshares Corp,10-K,2019-12-31,282113.txt,55364,/blue/acg7849/share/BS/item1/282113.txt
936395,CIENA CORP,10-K,2019-10-31,278896.txt,156220,/blue/acg7849/share/BS/item1/278896.txt
794367,"Macy's, Inc.",10-K,2019-02-02,277132.txt,48629,/blue/acg7849/share/BS/item1/277132.txt
1557798,"Tianci International, Inc.",10-K,2019-07-31,271492.txt,32614,/blue/acg7849/share/BS/item1/271492.txt
730255,CalAmp Corp.,10-K,2019-02-28,276633.txt,36505,/blue/acg7849/share/BS/item1/276633.txt
1620393,"NexPoint Residential Trust, Inc.",10-K,2019-12-31,282587.txt,63241,/blue/acg7849/share/BS/item1/282587.txt
1674862,ASHLAND GLOBAL HOLDINGS INC,10-K,2019-09-30,274023.txt,63610,/blue/acg7849/share/BS/item1/274023.txt
1102266,CenterState Bank Corp,10-K,2019-12-31,279773.txt,294424,/blue/acg7849/share/BS/item1/279773.txt
1041803,PRICESMART INC,10-K,2019-08-31,265679.txt,35036,/blue/acg7849/share/BS/item1/265679.txt
1622057,Nascent Biotech Inc.,10-K,2019-03-31,272902.txt,51404,/blue/acg7849/share/BS/item1/272902.txt
31107,EASTERN CO,10-K,2019-12-28,284264.txt,14512,/blue/acg7849/share/BS/item1/284264.txt
1252849,"COLUMBIA PROPERTY TRUST, INC.",10-K,2019-12-31,281748.txt,119771,/blue/acg7849/share/BS/item1/281748.txt
29669,RR Donnelley & Sons Co,10-K,2019-12-31,284248.txt,28253,/blue/acg7849/share/BS/item1/284248.txt
1412665,"MidWestOne Financial Group, Inc.",10-K,2019-12-31,281057.txt,2547,/blue/acg7849/share/BS/item1/281057.txt
1543637,"Nu-Med Plus, Inc.",10-K,2019-12-31,281890.txt,55552,/blue/acg7849/share/BS/item1/281890.txt
1398987,REALOGY HOLDINGS CORP.,10-K,2019-12-31,280957.txt,230032,/blue/acg7849/share/BS/item1/280957.txt
1563880,"Trevi Therapeutics, Inc.",10-K,2019-12-31,282045.txt,198640,/blue/acg7849/share/BS/item1/282045.txt
1690384,"BioCrude Technologies USA, Inc.",10-K,2019-12-31,283225.txt,207446,/blue/acg7849/share/BS/item1/283225.txt
920760,LENNAR CORP /NEW/,10-K,2019-11-30,285680.txt,83365,/blue/acg7849/share/BS/item1/285680.txt
1282266,"WINDSTREAM HOLDINGS, INC.",10-K,2019-12-31,280314.txt,150800,/blue/acg7849/share/BS/item1/280314.txt
836690,INNOVATIVE SOLUTIONS & SUPPORT INC,10-K,2019-09-30,277584.txt,50746,/blue/acg7849/share/BS/item1/277584.txt
1141103,CROSS COUNTRY HEALTHCARE INC,10-K,2019-12-31,279969.txt,69367,/blue/acg7849/share/BS/item1/279969.txt
1590383,"BIOHITECH GLOBAL, INC.",10-K,2019-12-31,282303.txt,86818,/blue/acg7849/share/BS/item1/282303.txt
944745,"CIVISTA BANCSHARES, INC.",10-K,2019-12-31,285819.txt,76469,/blue/acg7849/share/BS/item1/285819.txt
830122,PICO HOLDINGS INC /NEW,10-K,2019-12-31,285159.txt,67474,/blue/acg7849/share/BS/item1/285159.txt
1474735,GENERAC HOLDINGS INC.,10-K,2019-12-31,281409.txt,38227,/blue/acg7849/share/BS/item1/281409.txt
1722684,"WYNDHAM HOTELS & RESORTS, INC.",10-K,2019-12-31,283548.txt,372256,/blue/acg7849/share/BS/item1/283548.txt
1580670,"LGI Homes, Inc.",10-K,2019-12-31,282214.txt,889644,/blue/acg7849/share/BS/item1/282214.txt
1133470,CALAVO GROWERS INC,10-K,2019-10-31,266861.txt,49813,/blue/acg7849/share/BS/item1/266861.txt
352736,ALLSTATE LIFE INSURANCE CO,10-K,2019-12-31,284359.txt,35594,/blue/acg7849/share/BS/item1/284359.txt
1032033,SLM Corp,10-K,2019-12-31,279320.txt,120532,/blue/acg7849/share/BS/item1/279320.txt
40730,Motors Liquidation Co,10-K,2019-03-31,275926.txt,154272,/blue/acg7849/share/BS/item1/275926.txt
866439,"DarkPulse, Inc.",10-K,2019-12-31,285306.txt,39137,/blue/acg7849/share/BS/item1/285306.txt
1333822,SemiLEDs Corp,10-K,2019-08-31,268203.txt,29026,/blue/acg7849/share/BS/item1/268203.txt
942126,TAITRON COMPONENTS INC,10-K,2019-12-31,285805.txt,15411,/blue/acg7849/share/BS/item1/285805.txt
1762322,Insurance Acquisition Corp.,10-K,2019-12-31,283885.txt,139388,/blue/acg7849/share/BS/item1/283885.txt
1176948,Ares Management Corp,10-K,2019-12-31,280109.txt,216575,/blue/acg7849/share/BS/item1/280109.txt
1331875,"Fidelity National Financial, Inc.",10-K,2019-12-31,280553.txt,243385,/blue/acg7849/share/BS/item1/280553.txt
48465,HORMEL FOODS CORP /DE/,10-K,2019-10-27,275997.txt,128965,/blue/acg7849/share/BS/item1/275997.txt
1724009,PermRock Royalty Trust,10-K,2019-12-31,283567.txt,45419,/blue/acg7849/share/BS/item1/283567.txt
1060391,"REPUBLIC SERVICES, INC.",10-K,2019-12-31,279519.txt,150853,/blue/acg7849/share/BS/item1/279519.txt
715957,"DOMINION ENERGY, INC",10-K,2019-12-31,284664.txt,132801,/blue/acg7849/share/BS/item1/284664.txt
732717,AT&T INC.,10-K,2019-12-31,284774.txt,159794,/blue/acg7849/share/BS/item1/284774.txt
1635881,Exterran Corp,10-K,2019-12-31,282731.txt,72407,/blue/acg7849/share/BS/item1/282731.txt
746598,BRADY CORP,10-K,2019-07-31,276776.txt,46732,/blue/acg7849/share/BS/item1/276776.txt
846617,"BRIDGE BANCORP, INC.",10-K,2019-12-31,285223.txt,42143,/blue/acg7849/share/BS/item1/285223.txt
1003201,"MMA Capital Holdings, Inc.",10-K,2019-12-31,279132.txt,24295,/blue/acg7849/share/BS/item1/279132.txt
65596,SIEBERT FINANCIAL CORP,10-K,2019-12-31,284552.txt,32519,/blue/acg7849/share/BS/item1/284552.txt
1011659,MUFG Americas Holdings Corp,10-K,2019-12-31,279192.txt,93612,/blue/acg7849/share/BS/item1/279192.txt
815917,JONES FINANCIAL COMPANIES LLLP,10-K,2019-12-31,285099.txt,38805,/blue/acg7849/share/BS/item1/285099.txt
949961,INCOME OPPORTUNITY REALTY INVESTORS INC /TX/,10-K,2019-12-31,285848.txt,9125,/blue/acg7849/share/BS/item1/285848.txt
1713909,"Water Now, Inc.",10-K,2019-12-31,283468.txt,21335,/blue/acg7849/share/BS/item1/283468.txt
1327607,First Western Financial Inc,10-K,2019-12-31,280532.txt,114045,/blue/acg7849/share/BS/item1/280532.txt
1768012,"Landcadia Holdings II, Inc.",10-K,2019-12-31,283933.txt,39389,/blue/acg7849/share/BS/item1/283933.txt
1062231,AMERICAN AXLE & MANUFACTURING HOLDINGS INC,10-K,2019-12-31,279531.txt,74059,/blue/acg7849/share/BS/item1/279531.txt
1490892,CoreSite Realty Corp,10-K,2019-12-31,281501.txt,48593,/blue/acg7849/share/BS/item1/281501.txt
1002638,OPEN TEXT CORP,10-K,2019-06-30,265092.txt,66634,/blue/acg7849/share/BS/item1/265092.txt
850429,TREDEGAR CORP,10-K,2019-12-31,285240.txt,78106,/blue/acg7849/share/BS/item1/285240.txt
1399520,"ONE Group Hospitality, Inc.",10-K,2019-12-31,280961.txt,24012,/blue/acg7849/share/BS/item1/280961.txt
1357459,"Seneca Biopharma, Inc.",10-K,2019-12-31,280670.txt,47540,/blue/acg7849/share/BS/item1/280670.txt
1039684,ONEOK INC /NEW/,10-K,2019-12-31,279368.txt,225404,/blue/acg7849/share/BS/item1/279368.txt
744452,APPLIED DNA SCIENCES INC,10-K,2019-09-30,276757.txt,213996,/blue/acg7849/share/BS/item1/276757.txt
727538,APACHE OFFSHORE INVESTMENT PARTNERSHIP,10-K,2019-12-31,284741.txt,16234,/blue/acg7849/share/BS/item1/284741.txt
1303313,"LHC Group, Inc",10-K,2019-12-31,280413.txt,173668,/blue/acg7849/share/BS/item1/280413.txt
1513761,Norwegian Cruise Line Holdings Ltd.,10-K,2019-12-31,281667.txt,75744,/blue/acg7849/share/BS/item1/281667.txt
1350156,PREAXIA HEALTH CARE PAYMENT SYSTEMS INC.,10-K,2019-05-31,268345.txt,23760,/blue/acg7849/share/BS/item1/268345.txt
1515740,PREMIER BIOMEDICAL INC,10-K,2019-12-31,281684.txt,34329,/blue/acg7849/share/BS/item1/281684.txt
1130310,CENTERPOINT ENERGY INC,10-K,2019-12-31,284457.txt,389310,/blue/acg7849/share/BS/item1/284457.txt
351569,Ameris Bancorp,10-K,2019-12-31,284351.txt,1556,/blue/acg7849/share/BS/item1/284351.txt
1531152,"BJ's Wholesale Club Holdings, Inc.",10-K,2019-02-02,271078.txt,58480,/blue/acg7849/share/BS/item1/271078.txt
730669,FCCC INC,10-K,2019-03-31,276643.txt,7112,/blue/acg7849/share/BS/item1/276643.txt
1156375,CME GROUP INC.,10-K,2019-12-31,279996.txt,1593,/blue/acg7849/share/BS/item1/279996.txt
1158114,"APPLIED OPTOELECTRONICS, INC.",10-K,2019-12-31,280004.txt,49325,/blue/acg7849/share/BS/item1/280004.txt
815097,CARNIVAL CORP,10-K,2019-11-30,285097.txt,371503,/blue/acg7849/share/BS/item1/285097.txt
1709017,"FFBW, Inc.",10-K,2019-12-31,283416.txt,258823,/blue/acg7849/share/BS/item1/283416.txt
1615219,"Salarius Pharmaceuticals, Inc.",10-K,2019-12-31,282535.txt,144941,/blue/acg7849/share/BS/item1/282535.txt
1066923,Future FinTech Group Inc.,10-K,2019-12-31,279558.txt,176311,/blue/acg7849/share/BS/item1/279558.txt
1373670,"Green Brick Partners, Inc.",10-K,2019-12-31,280765.txt,106568,/blue/acg7849/share/BS/item1/280765.txt
1089815,"U.S. NeuroSurgical Holdings, Inc.",10-K,2019-12-31,279696.txt,43245,/blue/acg7849/share/BS/item1/279696.txt
1543066,E-WASTE CORP.,10-K,2019-02-28,271250.txt,25988,/blue/acg7849/share/BS/item1/271250.txt
1402057,CDW Corp,10-K,2019-12-31,280975.txt,104592,/blue/acg7849/share/BS/item1/280975.txt
855612,ZIX CORP,10-K,2019-12-31,285253.txt,29013,/blue/acg7849/share/BS/item1/285253.txt
1643953,"Purple Innovation, Inc.",10-K,2019-12-31,282808.txt,76251,/blue/acg7849/share/BS/item1/282808.txt
1729637,COCOLUV INC.,10-K,2019-05-31,275086.txt,11478,/blue/acg7849/share/BS/item1/275086.txt
1684144,Zomedica Pharmaceuticals Corp.,10-K,2019-12-31,283176.txt,52734,/blue/acg7849/share/BS/item1/283176.txt
55529,KEWAUNEE SCIENTIFIC CORP /DE/,10-K,2019-04-30,276086.txt,13494,/blue/acg7849/share/BS/item1/276086.txt
1593812,Vaulted Gold Bullion Trust,10-K,2019-10-31,282348.txt,31659,/blue/acg7849/share/BS/item1/282348.txt
1744494,AMCI Acquisition Corp.,10-K,2019-12-31,283729.txt,101303,/blue/acg7849/share/BS/item1/283729.txt
1571123,Science Applications International Corp,10-K,2019-02-01,271745.txt,65303,/blue/acg7849/share/BS/item1/271745.txt
1394056,"ONE STOP SYSTEMS, INC.",10-K,2019-12-31,280928.txt,69822,/blue/acg7849/share/BS/item1/280928.txt
1490349,Medley Capital Corp,10-K,2019-09-30,270363.txt,822930,/blue/acg7849/share/BS/item1/270363.txt
1607450,"ABV CONSULTING, INC.",10-K,2019-12-31,282469.txt,27982,/blue/acg7849/share/BS/item1/282469.txt
1687999,"EMR Technology Solutions, Inc.",10-K,2019-12-31,283201.txt,15719,/blue/acg7849/share/BS/item1/283201.txt
1445109,Clean Coal Technologies Inc.,10-K,2019-12-31,281266.txt,47819,/blue/acg7849/share/BS/item1/281266.txt
1409999,"Digital Development Partners, Inc.",10-K,2019-12-31,281031.txt,87885,/blue/acg7849/share/BS/item1/281031.txt
1346302,XERIS PHARMACEUTICALS INC,10-K,2019-12-31,280607.txt,321987,/blue/acg7849/share/BS/item1/280607.txt
1677897,UPAY,10-K,2019-02-28,274070.txt,127066,/blue/acg7849/share/BS/item1/274070.txt
1520118,"INTEGRATED VENTURES, INC.",10-K,2019-06-30,270874.txt,22245,/blue/acg7849/share/BS/item1/270874.txt
858339,CAESARS ENTERTAINMENT Corp,10-K,2019-12-31,285265.txt,75504,/blue/acg7849/share/BS/item1/285265.txt
1066764,"Spine Injury Solutions, Inc",10-K,2019-12-31,279557.txt,17778,/blue/acg7849/share/BS/item1/279557.txt
836157,LINDSAY CORP,10-K,2019-08-31,277578.txt,39345,/blue/acg7849/share/BS/item1/277578.txt
1522602,"CohBar, Inc.",10-K,2019-12-31,281728.txt,111337,/blue/acg7849/share/BS/item1/281728.txt
91419,J M SMUCKER Co,10-K,2019-04-30,278556.txt,130016,/blue/acg7849/share/BS/item1/278556.txt
1547459,"Natural Grocers by Vitamin Cottage, Inc.",10-K,2019-09-30,271300.txt,67407,/blue/acg7849/share/BS/item1/271300.txt
1178697,SONIM TECHNOLOGIES INC,10-K,2019-12-31,280119.txt,47828,/blue/acg7849/share/BS/item1/280119.txt
1110795,METLIFE POLICYHOLDER TRUST,10-K,2019-12-31,279824.txt,78303,/blue/acg7849/share/BS/item1/279824.txt
1025835,ENTERPRISE FINANCIAL SERVICES CORP,10-K,2019-12-31,279293.txt,117626,/blue/acg7849/share/BS/item1/279293.txt
1640384,"LM FUNDING AMERICA, INC.",10-K,2019-12-31,282777.txt,26774,/blue/acg7849/share/BS/item1/282777.txt
885245,BUCKLE INC,10-K,2019-02-02,278108.txt,162890,/blue/acg7849/share/BS/item1/278108.txt
1642985,"Parking REIT, Inc.",10-K,2019-12-31,282801.txt,38403,/blue/acg7849/share/BS/item1/282801.txt
1096752,EDGEWELL PERSONAL CARE Co,10-K,2019-09-30,266457.txt,49626,/blue/acg7849/share/BS/item1/266457.txt
1564618,"Independent Bank Group, Inc.",10-K,2019-12-31,282049.txt,123480,/blue/acg7849/share/BS/item1/282049.txt
1000694,NOVAVAX INC,10-K,2019-12-31,279108.txt,80559,/blue/acg7849/share/BS/item1/279108.txt
1464865,"Good Hemp, Inc.",10-K,2019-12-31,281351.txt,28157,/blue/acg7849/share/BS/item1/281351.txt
4904,AMERICAN ELECTRIC POWER CO INC,10-K,2019-12-31,284793.txt,807692,/blue/acg7849/share/BS/item1/284793.txt
56679,KORN FERRY,10-K,2019-04-30,276097.txt,40354,/blue/acg7849/share/BS/item1/276097.txt
1585608,"Jaguar Health, Inc.",10-K,2019-12-31,282265.txt,163454,/blue/acg7849/share/BS/item1/282265.txt
775215,"HBT Financial, Inc.",10-K,2019-12-31,284919.txt,66659,/blue/acg7849/share/BS/item1/284919.txt
1606254,Nogales Resources Corp,10-K,2019-04-30,272530.txt,6260,/blue/acg7849/share/BS/item1/272530.txt
1690536,"FS Credit Real Estate Income Trust, Inc.",10-K,2019-12-31,283227.txt,88604,/blue/acg7849/share/BS/item1/283227.txt
1580608,Santander Consumer USA Holdings Inc.,10-K,2019-12-31,282213.txt,169823,/blue/acg7849/share/BS/item1/282213.txt
932781,FIRST COMMUNITY CORP /SC/,10-K,2019-12-31,285765.txt,187219,/blue/acg7849/share/BS/item1/285765.txt
1015155,CHARLES & COLVARD LTD,10-K,2019-06-30,265286.txt,112308,/blue/acg7849/share/BS/item1/265286.txt
855654,"ImmunoGen, Inc.",10-K,2019-12-31,285254.txt,111842,/blue/acg7849/share/BS/item1/285254.txt
903419,ALERUS FINANCIAL CORP,10-K,2019-12-31,285569.txt,74023,/blue/acg7849/share/BS/item1/285569.txt
