CIK,coName,formtype,date,fName,length,full_link,performance,clstr
1728951,"ESSENTIAL PROPERTIES REALTY TRUST, INC.",10-K,2019-12-31,283608.txt,49293,/blue/acg7849/share/BS/item1/283608.txt,0.0211820413,13
831641,TETRA TECH INC,10-K,2019-09-29,277535.txt,172134,/blue/acg7849/share/BS/item1/277535.txt,0.0738881479,17
918160,AK STEEL HOLDING CORP,10-K,2019-12-31,285662.txt,122238,/blue/acg7849/share/BS/item1/285662.txt,0.0024397682,42
788329,JOHNSON OUTDOORS INC,10-K,2019-09-27,277055.txt,25990,/blue/acg7849/share/BS/item1/277055.txt,0.1177997635,30
1753539,Osprey Technology Acquisition Corp.,10-K,2019-12-31,283807.txt,123111,/blue/acg7849/share/BS/item1/283807.txt,0.0011029204,5
721994,LAKELAND FINANCIAL CORP,10-K,2019-12-31,284702.txt,60089,/blue/acg7849/share/BS/item1/284702.txt,0.0175968238,12
1300699,"Athenex, Inc.",10-K,2019-12-31,280403.txt,275152,/blue/acg7849/share/BS/item1/280403.txt,-0.399277906,49
1297937,"PARKS AMERICA, INC",10-K,2019-09-29,267829.txt,11557,/blue/acg7849/share/BS/item1/267829.txt,0.1019232556,21
855683,MILESTONE SCIENTIFIC INC.,10-K,2019-12-31,285256.txt,100137,/blue/acg7849/share/BS/item1/285256.txt,-1.147651007,34
1492691,Knight-Swift Transportation Holdings Inc.,10-K,2019-12-31,281517.txt,172372,/blue/acg7849/share/BS/item1/281517.txt,0.0373359099,15
96699,TECHNICAL COMMUNICATIONS CORP,10-K,2019-09-28,279054.txt,39826,/blue/acg7849/share/BS/item1/279054.txt,0.2163181351,39
1081316,BERKSHIRE HATHAWAY ENERGY CO,10-K,2019-12-31,285562.txt,1801853,/blue/acg7849/share/BS/item1/285562.txt,0.0294849627,27
833079,Meritage Homes CORP,10-K,2019-12-31,285177.txt,118981,/blue/acg7849/share/BS/item1/285177.txt,0.0734681302,8
1063537,RiceBran Technologies,10-K,2019-12-31,279537.txt,31802,/blue/acg7849/share/BS/item1/279537.txt,-0.339202805,35
1513525,"ADIAL PHARMACEUTICALS, INC.",10-K,2019-12-31,281666.txt,236404,/blue/acg7849/share/BS/item1/281666.txt,-1.118619792,41
803649,Equity Commonwealth,10-K,2019-12-31,285031.txt,26327,/blue/acg7849/share/BS/item1/285031.txt,0.1484254425,13
1292519,INVIVO THERAPEUTICS HOLDINGS CORP.,10-K,2019-12-31,280373.txt,61535,/blue/acg7849/share/BS/item1/280373.txt,-1.268632708,34
1623925,Antero Midstream Corp,10-K,2019-12-31,282627.txt,70099,/blue/acg7849/share/BS/item1/282627.txt,-0.056520913,9
1025378,W. P. Carey Inc.,10-K,2019-12-31,279290.txt,322363,/blue/acg7849/share/BS/item1/279290.txt,0.0217086111,7
918541,NN INC,10-K,2019-12-31,285664.txt,53408,/blue/acg7849/share/BS/item1/285664.txt,-0.030312247,37
63276,MATTEL INC /DE/,10-K,2019-12-31,284538.txt,65890,/blue/acg7849/share/BS/item1/284538.txt,-0.040094449,40
818479,DENTSPLY SIRONA Inc.,10-K,2019-12-31,285105.txt,76713,/blue/acg7849/share/BS/item1/285105.txt,0.0305594625,32
1270073,"INTERCEPT PHARMACEUTICALS, INC.",10-K,2019-12-31,280266.txt,146726,/blue/acg7849/share/BS/item1/280266.txt,-0.456600069,46
915779,DAKTRONICS INC /SD/,10-K,2019-04-27,278580.txt,57758,/blue/acg7849/share/BS/item1/278580.txt,0.0013175867,45
1444363,"GAIN Capital Holdings, Inc.",10-K,2019-12-31,281262.txt,155306,/blue/acg7849/share/BS/item1/281262.txt,-0.044995849,23
935703,DOLLAR TREE INC,10-K,2019-02-02,278892.txt,53180,/blue/acg7849/share/BS/item1/278892.txt,0.0422486283,40
705432,SOUTHSIDE BANCSHARES INC,10-K,2019-12-31,284612.txt,173376,/blue/acg7849/share/BS/item1/284612.txt,0.011046816,12
230557,SELECTIVE INSURANCE GROUP INC,10-K,2019-12-31,284198.txt,189689,/blue/acg7849/share/BS/item1/284198.txt,0.0308762497,3
73756,OCEANEERING INTERNATIONAL INC,10-K,2019-12-31,284787.txt,183163,/blue/acg7849/share/BS/item1/284787.txt,-0.127138579,20
1609550,"Inspire Medical Systems, Inc.",10-K,2019-12-31,282481.txt,262163,/blue/acg7849/share/BS/item1/282481.txt,-0.183406619,34
1183765,"Molecular Templates, Inc.",10-K,2019-12-31,280134.txt,162178,/blue/acg7849/share/BS/item1/280134.txt,-0.398508628,49
1094285,TELEDYNE TECHNOLOGIES INC,10-K,2019-12-29,279729.txt,182674,/blue/acg7849/share/BS/item1/279729.txt,0.0878422639,37
1316517,"Kandi Technologies Group, Inc.",10-K,2019-12-31,280465.txt,59942,/blue/acg7849/share/BS/item1/280465.txt,-0.019365979,28
1096950,"MEDTAINER, INC.",10-K,2019-12-31,279745.txt,41039,/blue/acg7849/share/BS/item1/279745.txt,-0.523420074,30
82020,UNITED STATES LIME & MINERALS INC,10-K,2019-12-31,285116.txt,32183,/blue/acg7849/share/BS/item1/285116.txt,0.1054740788,26
60667,LOWES COMPANIES INC,10-K,2019-02-01,276140.txt,58982,/blue/acg7849/share/BS/item1/276140.txt,0.1084593752,22
25895,CROWN CRAFTS INC,10-K,2019-03-31,275482.txt,12898,/blue/acg7849/share/BS/item1/275482.txt,0.1147569657,30
1735707,Garrett Motion Inc.,10-K,2019-12-31,283659.txt,39975,/blue/acg7849/share/BS/item1/283659.txt,0.1375824176,37
752294,ELECTRONIC SYSTEMS TECHNOLOGY INC,10-K,2019-12-31,284843.txt,37835,/blue/acg7849/share/BS/item1/284843.txt,-0.100315126,45
934549,ACACIA RESEARCH CORP,10-K,2019-12-31,285777.txt,32657,/blue/acg7849/share/BS/item1/285777.txt,-0.078451236,24
1405495,"InterDigital, Inc.",10-K,2019-12-31,281001.txt,65643,/blue/acg7849/share/BS/item1/281001.txt,0.0129819699,39
1107421,ZIOPHARM ONCOLOGY INC,10-K,2019-12-31,279802.txt,217520,/blue/acg7849/share/BS/item1/279802.txt,-1.079568158,49
1415684,MusclePharm Corp,10-K,2019-12-31,281078.txt,18411,/blue/acg7849/share/BS/item1/281078.txt,-1.301719395,43
720875,DYNATRONICS CORP,10-K,2019-06-30,276508.txt,35145,/blue/acg7849/share/BS/item1/276508.txt,-0.023264029,32
4904,AMERICAN ELECTRIC POWER CO INC,10-K,2019-12-31,285056.txt,807692,/blue/acg7849/share/BS/item1/285056.txt,0.0253135035,27
1622353,"Jernigan Capital, Inc.",10-K,2019-12-31,282612.txt,125620,/blue/acg7849/share/BS/item1/282612.txt,0.0546349122,14
1771917,"Karuna Therapeutics, Inc.",10-K,2019-12-31,283965.txt,141554,/blue/acg7849/share/BS/item1/283965.txt,-0.111843043,46
8670,AUTOMATIC DATA PROCESSING INC,10-K,2019-06-30,277856.txt,67371,/blue/acg7849/share/BS/item1/277856.txt,0.0547368321,24
1288750,Timberline Resources Corp,10-K,2019-09-30,280352.txt,33730,/blue/acg7849/share/BS/item1/280352.txt,-0.106933247,38
892537,MANTECH INTERNATIONAL CORP,10-K,2019-12-31,285496.txt,35023,/blue/acg7849/share/BS/item1/285496.txt,0.0540297185,17
1712189,Target Hospitality Corp.,10-K,2019-12-31,283451.txt,74164,/blue/acg7849/share/BS/item1/283451.txt,0.0103796322,20
1514991,AMC Networks Inc.,10-K,2019-12-31,281679.txt,144441,/blue/acg7849/share/BS/item1/281679.txt,0.0679841606,36
1394108,Sino United Worldwide Consolidated Ltd.,10-K,2019-12-31,280929.txt,5768,/blue/acg7849/share/BS/item1/280929.txt,-0.035714286,33
711404,"COOPER COMPANIES, INC.",10-K,2019-10-31,276376.txt,154303,/blue/acg7849/share/BS/item1/276376.txt,0.0743804287,32
1633070,Axcella Health Inc.,10-K,2019-12-31,282707.txt,325197,/blue/acg7849/share/BS/item1/282707.txt,-0.625663689,46
1654151,"Deciphera Pharmaceuticals, Inc.",10-K,2019-12-31,282905.txt,614235,/blue/acg7849/share/BS/item1/282905.txt,-0.308890135,49
1043219,ANNALY CAPITAL MANAGEMENT INC,10-K,2019-12-31,279399.txt,356677,/blue/acg7849/share/BS/item1/279399.txt,-0.016599744,7
93389,"STANDARD MOTOR PRODUCTS, INC.",10-K,2019-12-31,285772.txt,34004,/blue/acg7849/share/BS/item1/285772.txt,0.07565326,37
922247,"Cyclo Therapeutics, Inc.",10-K,2019-12-31,285695.txt,40128,/blue/acg7849/share/BS/item1/285695.txt,-1.831509847,41
1069157,EAST WEST BANCORP INC,10-K,2019-12-31,279569.txt,42312,/blue/acg7849/share/BS/item1/279569.txt,0.0152510077,12
1305253,"Eiger BioPharmaceuticals, Inc.",10-K,2019-12-31,280425.txt,125747,/blue/acg7849/share/BS/item1/280425.txt,-0.668182121,46
1043000,CAPITAL SENIOR LIVING CORP,10-K,2019-12-31,279396.txt,79023,/blue/acg7849/share/BS/item1/279396.txt,-0.028421641,1
947559,FIRST BANCSHARES INC /MS/,10-K,2019-12-31,285839.txt,100184,/blue/acg7849/share/BS/item1/285839.txt,0.0110975445,12
1236275,"SilverSun Technologies, Inc.",10-K,2019-12-31,280205.txt,33933,/blue/acg7849/share/BS/item1/280205.txt,-0.077454757,24
320335,GLOBE LIFE INC.,10-K,2019-12-31,284325.txt,187603,/blue/acg7849/share/BS/item1/284325.txt,0.0292900846,3
812074,"O-I Glass, Inc. /DE/",10-K,2019-12-31,285075.txt,29115,/blue/acg7849/share/BS/item1/285075.txt,-0.041311134,42
1416265,"PROSPER MARKETPLACE, INC",10-K,2019-12-31,281883.txt,105520,/blue/acg7849/share/BS/item1/281883.txt,-0.01263887,2
1175680,CytoDyn Inc.,10-K,2019-05-31,267229.txt,98912,/blue/acg7849/share/BS/item1/267229.txt,-2.462743002,49
922358,FERRELLGAS PARTNERS L P,10-K,2019-07-31,278706.txt,39655,/blue/acg7849/share/BS/item1/278706.txt,-0.050870218,11
764622,PINNACLE WEST CAPITAL CORP,10-K,2019-12-31,284880.txt,346267,/blue/acg7849/share/BS/item1/284880.txt,0.0291310571,27
886158,BED BATH & BEYOND INC,10-K,2019-03-02,278147.txt,32952,/blue/acg7849/share/BS/item1/278147.txt,-0.07879017,30
1588972,"Recro Pharma, Inc.",10-K,2019-12-31,282291.txt,28096,/blue/acg7849/share/BS/item1/282291.txt,0.0418707394,41
1574815,"BMC STOCK HOLDINGS, INC.",10-K,2019-12-31,282139.txt,44404,/blue/acg7849/share/BS/item1/282139.txt,0.057628111,22
1552275,Sunoco LP,10-K,2019-12-31,281944.txt,72206,/blue/acg7849/share/BS/item1/281944.txt,0.0575579257,11
1582568,PBF Logistics LP,10-K,2019-12-31,282237.txt,101094,/blue/acg7849/share/BS/item1/282237.txt,0.1030707028,11
743238,SPARTAN MOTORS INC,10-K,2019-12-31,284808.txt,132167,/blue/acg7849/share/BS/item1/284808.txt,0.0813473699,22
1178670,"ALNYLAM PHARMACEUTICALS, INC.",10-K,2019-12-31,280118.txt,415614,/blue/acg7849/share/BS/item1/280118.txt,-0.369965104,46
1049782,BROOKLINE BANCORP INC,10-K,2019-12-31,279449.txt,93875,/blue/acg7849/share/BS/item1/279449.txt,0.0111643937,12
1537917,"TYME TECHNOLOGIES, INC.",10-K,2019-03-31,271189.txt,89114,/blue/acg7849/share/BS/item1/271189.txt,-0.74577133,46
1372020,Great Lakes Dredge & Dock CORP,10-K,2019-12-31,280758.txt,44365,/blue/acg7849/share/BS/item1/280758.txt,0.0620220333,20
1723596,"Columbia Financial, Inc.",10-K,2019-12-31,283563.txt,189321,/blue/acg7849/share/BS/item1/283563.txt,0.0066820179,4
912595,MID AMERICA APARTMENT COMMUNITIES INC.,10-K,2019-12-31,285616.txt,201141,/blue/acg7849/share/BS/item1/285616.txt,0.0315046147,13
701374,Six Flags Entertainment Corp,10-K,2019-12-31,284591.txt,50346,/blue/acg7849/share/BS/item1/284591.txt,0.0621205603,19
20520,FRONTIER COMMUNICATIONS CORP,10-K,2019-12-31,284170.txt,90714,/blue/acg7849/share/BS/item1/284170.txt,-0.338003202,39
1578735,National General Holdings Corp.,10-K,2019-12-31,282190.txt,221329,/blue/acg7849/share/BS/item1/282190.txt,0.0356754766,3
1410939,"IVERIC bio, Inc.",10-K,2019-12-31,281040.txt,668712,/blue/acg7849/share/BS/item1/281040.txt,-0.452111194,48
1746129,Bank7 Corp.,10-K,2019-12-31,283751.txt,56982,/blue/acg7849/share/BS/item1/283751.txt,0.0094933933,12
1340476,DIRTT ENVIRONMENTAL SOLUTIONS LTD,10-K,2019-12-31,280586.txt,72726,/blue/acg7849/share/BS/item1/280586.txt,-0.025040402,22
1297341,Kentucky First Federal Bancorp,10-K,2019-06-30,267822.txt,121122,/blue/acg7849/share/BS/item1/267822.txt,0.0024548706,4
1043961,"Precipio, Inc.",10-K,2019-12-31,279407.txt,33722,/blue/acg7849/share/BS/item1/279407.txt,-0.678745323,44
1535379,"Cloudera, Inc.",10-K,2019-01-31,271145.txt,85445,/blue/acg7849/share/BS/item1/271145.txt,-0.146353363,24
1002047,"NetApp, Inc.",10-K,2019-04-26,265084.txt,40456,/blue/acg7849/share/BS/item1/265084.txt,0.1088806169,24
1726978,"Goosehead Insurance, Inc.",10-K,2019-12-31,283596.txt,158644,/blue/acg7849/share/BS/item1/283596.txt,0.0551927957,3
1436126,"Mistras Group, Inc.",10-K,2019-12-31,281207.txt,168092,/blue/acg7849/share/BS/item1/281207.txt,0.0084180931,20
72633,NORTH EUROPEAN OIL ROYALTY TRUST,10-K,2019-10-31,276574.txt,13124,/blue/acg7849/share/BS/item1/276574.txt,0.3385974042,9
1552451,MyoKardia Inc,10-K,2019-12-31,281947.txt,247671,/blue/acg7849/share/BS/item1/281947.txt,-0.605605423,48
65312,"EVI INDUSTRIES, INC.",10-K,2019-06-30,276197.txt,40416,/blue/acg7849/share/BS/item1/276197.txt,0.0242288895,30
101829,UNITED TECHNOLOGIES CORP /DE/,10-K,2019-12-31,279239.txt,76908,/blue/acg7849/share/BS/item1/279239.txt,0.0396303931,37
916457,CALPINE CORP,10-K,2019-12-31,285651.txt,539212,/blue/acg7849/share/BS/item1/285651.txt,0.046249024,27
1406587,Forestar Group Inc.,10-K,2019-09-30,269227.txt,116939,/blue/acg7849/share/BS/item1/269227.txt,0.0226695061,8
1581164,"Extended Stay America, Inc.",10-K,2019-12-31,282222.txt,53308,/blue/acg7849/share/BS/item1/282222.txt,0.040971112,19
809933,ECOLOGY & ENVIRONMENT INC,10-K,2019-07-31,277266.txt,25832,/blue/acg7849/share/BS/item1/277266.txt,-0.010692916,20
723603,CULP INC,10-K,2019-04-28,276549.txt,79537,/blue/acg7849/share/BS/item1/276549.txt,-0.051877406,40
1560258,"electroCore, Inc.",10-K,2019-12-31,282006.txt,90591,/blue/acg7849/share/BS/item1/282006.txt,-1.273137443,34
1773427,"SpringWorks Therapeutics, Inc.",10-K,2019-12-31,283983.txt,205695,/blue/acg7849/share/BS/item1/283983.txt,-0.174135609,49
1282648,BATTALION OIL CORP,10-K,2019-12-31,280317.txt,105743,/blue/acg7849/share/BS/item1/280317.txt,-1.995178444,9
1511737,Ubiquiti Inc.,10-K,2019-06-30,270735.txt,45831,/blue/acg7849/share/BS/item1/270735.txt,0.3385974042,39
1514705,"SunCoke Energy, Inc.",10-K,2019-12-31,281675.txt,146210,/blue/acg7849/share/BS/item1/281675.txt,-0.086840005,26
1501756,"Adverum Biotechnologies, Inc.",10-K,2019-12-31,281593.txt,101183,/blue/acg7849/share/BS/item1/281593.txt,-0.289529334,48
1545654,"Alexander & Baldwin, Inc.",10-K,2019-12-31,281901.txt,354096,/blue/acg7849/share/BS/item1/281901.txt,-0.016744231,14
1046050,TIMBERLAND BANCORP INC,10-K,2019-09-30,265752.txt,1225450,/blue/acg7849/share/BS/item1/265752.txt,0.0192601906,4
1679049,"International Seaways, Inc.",10-K,2019-12-31,283113.txt,106718,/blue/acg7849/share/BS/item1/283113.txt,-0.000473339,15
1610950,"Syneos Health, Inc.",10-K,2019-12-31,282500.txt,209865,/blue/acg7849/share/BS/item1/282500.txt,0.0176095533,18
320121,TELOS CORP,10-K,2019-12-31,284322.txt,34057,/blue/acg7849/share/BS/item1/284322.txt,-0.082389435,17
1357874,PRECISION BIOSCIENCES INC,10-K,2019-12-31,280674.txt,215205,/blue/acg7849/share/BS/item1/280674.txt,-0.394829807,47
1680379,"Sterling Bancorp, Inc.",10-K,2019-12-31,283134.txt,120299,/blue/acg7849/share/BS/item1/283134.txt,0.0090135734,4
928054,FLOTEK INDUSTRIES INC/CN/,10-K,2019-12-31,285741.txt,36980,/blue/acg7849/share/BS/item1/285741.txt,-0.330972581,42
1490978,"Schrodinger, Inc.",10-K,2019-12-31,281504.txt,176802,/blue/acg7849/share/BS/item1/281504.txt,-0.158246925,49
1622194,"Easterly Government Properties, Inc.",10-K,2019-12-31,282606.txt,59543,/blue/acg7849/share/BS/item1/282606.txt,0.0032252016,13
9389,BALL Corp,10-K,2019-12-31,285797.txt,30165,/blue/acg7849/share/BS/item1/285797.txt,0.0326036866,42
1524025,"TILLY'S, INC.",10-K,2019-02-02,270937.txt,157832,/blue/acg7849/share/BS/item1/270937.txt,0.041383726,40
944314,"LIFE STORAGE, INC.",10-K,2019-12-31,279516.txt,53697,/blue/acg7849/share/BS/item1/279516.txt,0.061115332,13
1059262,SP Plus Corp,10-K,2019-12-31,279512.txt,85883,/blue/acg7849/share/BS/item1/279512.txt,0.032981887,17
72741,EVERSOURCE ENERGY,10-K,2019-12-31,284284.txt,136792,/blue/acg7849/share/BS/item1/284284.txt,0.0221052154,27
1073429,"U.S. CONCRETE, INC.",10-K,2019-12-31,279603.txt,77991,/blue/acg7849/share/BS/item1/279603.txt,0.0103955906,20
885568,OLD DOMINION ELECTRIC COOPERATIVE,10-K,2019-12-31,285435.txt,50867,/blue/acg7849/share/BS/item1/285435.txt,0.0078156261,27
5513,Unum Group,10-K,2019-12-31,284494.txt,188474,/blue/acg7849/share/BS/item1/284494.txt,0.0164191042,3
1474432,"Pure Storage, Inc.",10-K,2019-01-31,270156.txt,47645,/blue/acg7849/share/BS/item1/270156.txt,-0.085012545,24
1703644,Granite Point Mortgage Trust Inc.,10-K,2019-12-31,283363.txt,79499,/blue/acg7849/share/BS/item1/283363.txt,0.0157400072,7
1162461,CUTERA INC,10-K,2019-12-31,280031.txt,91372,/blue/acg7849/share/BS/item1/280031.txt,-0.108565299,34
1585583,"Del Taco Restaurants, Inc.",10-K,2019-01-01,272098.txt,87932,/blue/acg7849/share/BS/item1/272098.txt,-0.137148867,21
1739426,Osmotica Pharmaceuticals plc,10-K,2019-12-31,283690.txt,123207,/blue/acg7849/share/BS/item1/283690.txt,-0.584777282,41
1529864,"Enova International, Inc.",10-K,2019-12-31,281785.txt,2073,/blue/acg7849/share/BS/item1/281785.txt,0.0813134547,33
1582313,Xenon Pharmaceuticals Inc.,10-K,2019-12-31,282235.txt,119601,/blue/acg7849/share/BS/item1/282235.txt,-0.281623865,46
1433660,John Bean Technologies CORP,10-K,2019-12-31,281185.txt,355003,/blue/acg7849/share/BS/item1/281185.txt,0.0675231083,42
355811,GENTEX CORP,10-K,2019-12-31,284379.txt,51499,/blue/acg7849/share/BS/item1/284379.txt,0.1958149265,37
1226616,MEDICINOVA INC,10-K,2019-12-31,280188.txt,105704,/blue/acg7849/share/BS/item1/280188.txt,-0.163398775,48
1474167,Cosmos Holdings Inc.,10-K,2019-12-31,281405.txt,42789,/blue/acg7849/share/BS/item1/281405.txt,-0.138149079,43
1352010,"EPAM Systems, Inc.",10-K,2019-12-31,280633.txt,56123,/blue/acg7849/share/BS/item1/280633.txt,0.1163247792,24
1053352,HERITAGE COMMERCE CORP,10-K,2019-12-31,279472.txt,109481,/blue/acg7849/share/BS/item1/279472.txt,0.009845812,12
357173,OLD SECOND BANCORP INC,10-K,2019-12-31,284386.txt,77352,/blue/acg7849/share/BS/item1/284386.txt,0.0149703382,12
354950,HOME DEPOT INC,10-K,2019-02-03,275813.txt,66046,/blue/acg7849/share/BS/item1/275813.txt,0.2194160356,40
783005,EMMIS COMMUNICATIONS CORP,10-K,2019-02-28,277017.txt,52490,/blue/acg7849/share/BS/item1/277017.txt,-0.105521821,36
912562,"GIBRALTAR INDUSTRIES, INC.",10-K,2019-12-31,285614.txt,72430,/blue/acg7849/share/BS/item1/285614.txt,0.0661191528,22
1261333,DOCUSIGN INC,10-K,2019-01-31,267490.txt,88491,/blue/acg7849/share/BS/item1/267490.txt,-0.110176518,24
48287,HNI CORP,10-K,2019-12-28,284455.txt,73684,/blue/acg7849/share/BS/item1/284455.txt,0.0760785453,22
1544227,"Millendo Therapeutics, Inc.",10-K,2019-12-31,281894.txt,313926,/blue/acg7849/share/BS/item1/281894.txt,-0.594477791,46
1023994,"SG BLOCKS, INC.",10-K,2019-12-31,279283.txt,117344,/blue/acg7849/share/BS/item1/279283.txt,-1.043104748,8
1110607,"Deep Down, Inc.",10-K,2019-12-31,279823.txt,39554,/blue/acg7849/share/BS/item1/279823.txt,-0.128717925,20
1327567,Palo Alto Networks Inc,10-K,2019-07-31,268145.txt,92637,/blue/acg7849/share/BS/item1/268145.txt,-0.012423774,24
1355839,"PeerStream, Inc.",10-K,2019-12-31,280659.txt,42539,/blue/acg7849/share/BS/item1/280659.txt,-0.731833061,36
1057877,IDACORP INC,10-K,2019-12-31,284464.txt,283349,/blue/acg7849/share/BS/item1/284464.txt,0.0350620317,27
715579,ACNB CORP,10-K,2019-12-31,284660.txt,120139,/blue/acg7849/share/BS/item1/284660.txt,0.0137892508,12
1494319,Univar Solutions Inc.,10-K,2019-12-31,281532.txt,109992,/blue/acg7849/share/BS/item1/281532.txt,-0.016259161,42
1415744,NORTHERN MINERALS & EXPLORATION LTD.,10-K,2019-07-31,281079.txt,42553,/blue/acg7849/share/BS/item1/281079.txt,-8.651515152,9
12040,FLANIGANS ENTERPRISES INC,10-K,2019-09-28,267314.txt,90260,/blue/acg7849/share/BS/item1/267314.txt,0.0530579594,21
57725,LANNETT CO INC,10-K,2019-06-30,276114.txt,64633,/blue/acg7849/share/BS/item1/276114.txt,-0.229159526,41
105770,WEST PHARMACEUTICAL SERVICES INC,10-K,2019-12-31,279500.txt,38729,/blue/acg7849/share/BS/item1/279500.txt,0.1032288374,32
1369290,"MYOMO, INC.",10-K,2019-12-31,280742.txt,61484,/blue/acg7849/share/BS/item1/280742.txt,-1.623427792,34
1624658,"Allena Pharmaceuticals, Inc.",10-K,2019-12-31,282631.txt,197497,/blue/acg7849/share/BS/item1/282631.txt,-1.387914859,46
1060219,SALISBURY BANCORP INC,10-K,2019-12-31,279515.txt,101127,/blue/acg7849/share/BS/item1/279515.txt,0.0100103555,12
1178711,"Paratek Pharmaceuticals, Inc.",10-K,2019-12-31,280120.txt,130969,/blue/acg7849/share/BS/item1/280120.txt,-0.512946125,41
60519,LOUISIANA-PACIFIC CORP,10-K,2019-12-31,284521.txt,144241,/blue/acg7849/share/BS/item1/284521.txt,-0.002724796,42
1058057,MARVELL TECHNOLOGY GROUP LTD,10-K,2019-02-02,265925.txt,86805,/blue/acg7849/share/BS/item1/265925.txt,0.1423118258,45
915840,BEAZER HOMES USA INC,10-K,2019-09-30,278582.txt,246132,/blue/acg7849/share/BS/item1/278582.txt,-0.040569685,8
1599489,Veritiv Corp,10-K,2019-12-31,282393.txt,103727,/blue/acg7849/share/BS/item1/282393.txt,-0.01174784,22
1509470,SUTTER ROCK CAPITAL CORP.,10-K,2019-12-31,281638.txt,247446,/blue/acg7849/share/BS/item1/281638.txt,0.0830110478,0
1751788,DOW INC.,10-K,2019-12-31,283792.txt,132708,/blue/acg7849/share/BS/item1/283792.txt,-0.029591567,42
1024725,TENNECO INC,10-K,2019-12-31,279288.txt,146257,/blue/acg7849/share/BS/item1/279288.txt,-0.025253289,37
763744,LCI INDUSTRIES,10-K,2019-12-31,284871.txt,63493,/blue/acg7849/share/BS/item1/284871.txt,0.0786585382,37
1328143,Adamas Pharmaceuticals Inc,10-K,2019-12-31,280536.txt,128029,/blue/acg7849/share/BS/item1/280536.txt,-0.648663649,41
714310,VALLEY NATIONAL BANCORP,10-K,2019-12-31,284652.txt,185189,/blue/acg7849/share/BS/item1/284652.txt,0.0082752654,12
1350653,"Alphatec Holdings, Inc.",10-K,2019-12-31,280626.txt,77626,/blue/acg7849/share/BS/item1/280626.txt,-0.334820063,34
1653653,"Red Rock Resorts, Inc.",10-K,2019-12-31,282901.txt,419321,/blue/acg7849/share/BS/item1/282901.txt,-0.000814499,19
928658,COVENANT TRANSPORTATION GROUP INC,10-K,2019-12-31,285745.txt,79283,/blue/acg7849/share/BS/item1/285745.txt,0.0096150356,15
1598428,TimkenSteel Corp,10-K,2019-12-31,282385.txt,31634,/blue/acg7849/share/BS/item1/282385.txt,-0.101363804,42
67347,MODINE MANUFACTURING CO,10-K,2019-03-31,276230.txt,43087,/blue/acg7849/share/BS/item1/276230.txt,-0.001432198,37
924805,Freedom Holding Corp.,10-K,2019-03-31,278746.txt,34395,/blue/acg7849/share/BS/item1/278746.txt,0.0547645875,23
1097149,ALIGN TECHNOLOGY INC,10-K,2019-12-31,279746.txt,125568,/blue/acg7849/share/BS/item1/279746.txt,0.1770606814,34
898770,SHARPS COMPLIANCE CORP,10-K,2019-06-30,278378.txt,105848,/blue/acg7849/share/BS/item1/278378.txt,0.0059378468,32
1376139,CVR ENERGY INC,10-K,2019-12-31,280783.txt,288786,/blue/acg7849/share/BS/item1/280783.txt,0.0973111396,11
919864,NORTHWEST INDIANA BANCORP,10-K,2019-12-31,285672.txt,137250,/blue/acg7849/share/BS/item1/285672.txt,0.009104237,4
764622,PINNACLE WEST CAPITAL CORP,10-K,2019-12-31,284749.txt,346267,/blue/acg7849/share/BS/item1/284749.txt,0.0291310571,27
820318,II-VI INC,10-K,2019-06-30,277415.txt,220693,/blue/acg7849/share/BS/item1/277415.txt,0.0550304462,45
883237,"VIRTUS INVESTMENT PARTNERS, INC.",10-K,2019-12-31,285409.txt,201388,/blue/acg7849/share/BS/item1/285409.txt,0.0298470902,23
1107843,"QUALYS, INC.",10-K,2019-12-31,279803.txt,95144,/blue/acg7849/share/BS/item1/279803.txt,0.1026275592,24
1778784,"Provident Bancorp, Inc. /MD/",10-K,2019-12-31,284012.txt,134134,/blue/acg7849/share/BS/item1/284012.txt,0.009634619,4
740260,"Ventas, Inc.",10-K,2019-12-31,284794.txt,238327,/blue/acg7849/share/BS/item1/284794.txt,0.0175365443,1
1546417,"Bloomin' Brands, Inc.",10-K,2019-12-29,281903.txt,221054,/blue/acg7849/share/BS/item1/281903.txt,0.0363441473,21
1567683,"Clearway Energy, Inc.",10-K,2019-12-31,282074.txt,246305,/blue/acg7849/share/BS/item1/282074.txt,-0.001134021,27
857737,"ICONIX BRAND GROUP, INC.",10-K,2019-12-31,285262.txt,62849,/blue/acg7849/share/BS/item1/285262.txt,-0.220355294,40
1053584,MACATAWA BANK CORP,10-K,2019-12-31,279475.txt,86786,/blue/acg7849/share/BS/item1/279475.txt,0.0154579774,4
1409269,Venus Concept Inc.,10-K,2019-12-31,281024.txt,154571,/blue/acg7849/share/BS/item1/281024.txt,-0.21252361,34
1660334,Verrica Pharmaceuticals Inc.,10-K,2019-12-31,282960.txt,96571,/blue/acg7849/share/BS/item1/282960.txt,-0.412238396,41
915913,ALBEMARLE CORP,10-K,2019-12-31,285648.txt,53534,/blue/acg7849/share/BS/item1/285648.txt,0.0540751859,42
825313,ALLIANCEBERNSTEIN HOLDING L.P.,10-K,2019-12-31,285139.txt,830795,/blue/acg7849/share/BS/item1/285139.txt,0.1534893686,23
890066,GLEN BURNIE BANCORP,10-K,2019-12-31,285476.txt,256524,/blue/acg7849/share/BS/item1/285476.txt,0.0041538725,4
