,CIK,coName,formtype,date,fName,length
7933,0001532961,"NV5 Global, Inc.",10-K,20191228,281804.txt,"0
"
7934,0001499832,"Townsquare Media, Inc.",10-K,20181231,270539.txt,"1035481
"
7935,0001658247,"Crinetics Pharmaceuticals, Inc.",10-K,20181231,273707.txt,"116183
"
7936,0001412659,"Regenicin, Inc.",10-K,20190930,281056.txt,"0
"
7937,0001085869,PERFICIENT INC,10-K,20181231,266297.txt,"65839
"
7938,0000771999,DOCUMENT SECURITY SYSTEMS INC,10-K,20171231,276955.txt,"0
"
7939,0001720821,PAE Inc,10-K,20191231,283531.txt,"529
"
7940,0001793165,BANK 2019-BNK24,10-K,20191231,284124.txt,"378
"
7941,0000720500,AMTECH SYSTEMS INC,10-K,20190930,276500.txt,"41084
"
7942,0001449732,"Willbros Group, Inc.\NEW\",10-K,20171231,269885.txt,"0
"
7943,0001617669,"Unique Fabricating, Inc.",10-K,20171231,272794.txt,"103619
"
7944,0000908311,CIM Commercial Trust Corp,10-K,20171231,278452.txt,"281636
"
7945,0001141688,LANDMARK BANCORP INC,10-K,20181231,266944.txt,"0
"
7946,0000876427,"MONRO, INC.",10-K,20200328,285360.txt,"2360
"
7947,0001670196,Deseo Swimwear Inc.,10-K,20171231,273918.txt,"9811
"
7948,0000805928,"AxoGen, Inc.",10-K,20171231,277234.txt,"169742
"
7949,0001777665,Drive Auto Receivables Trust 2019-3,10-K,20191231,280852.txt,"0
"
7950,0000067887,MOOG INC.,10-K,20190928,276238.txt,"51971
"
7951,0000898293,JABIL INC,10-K,20180831,278373.txt,"74422
"
7952,0001578443,FirstEnergy Ohio PIRB Special Purpose Trust 2013,10-K,20181231,275779.txt,"394
"
7953,0001739276,Ford Credit Auto Owner Trust 2018-A,10-K,20181231,275165.txt,"115
"
7954,0001621121,Toyota Auto Receivables 2014-C Owner Trust,10-K,20171231,272875.txt,"344
"
7955,0001618835,"Evofem Biosciences, Inc.",10-K,20181231,272830.txt,"293630
"
7956,0001342423,Limoneira CO,10-K,20191031,280597.txt,"299954
"
7957,0001020569,IRON MOUNTAIN INC,10-K,20191231,279252.txt,"50427
"
7958,0001174821,CHASE ISSUANCE TRUST,10-K,20171231,267206.txt,"368
"
7959,0001173431,TD AMERITRADE HOLDING CORP,10-K,20190930,267199.txt,"85571
"
7960,0001396633,SUMMER ENERGY HOLDINGS INC,10-K,20191231,280942.txt,"25680
"
7961,0000882104,"PDL BIOPHARMA, INC.",10-K,20191231,285400.txt,"0
"
7962,0001758009,Quantum Computing Inc.,10-K,20181231,275302.txt,"0
"
7963,0001674440,LAZEX INC.,10-K,20180430,274018.txt,"3968
"
7964,0001397187,lululemon athletica inc.,10-K,20190203,269090.txt,"867
"
7965,0000794172,MERIDIAN BIOSCIENCE INC,10-K,20180930,277127.txt,"40332
"
7966,0001555972,STERLING CONSOLIDATED Corp,10-K,20171231,271447.txt,"36912
"
7967,0000715788,"EVIO, INC.",10-K,20180930,276432.txt,"18833
"
7968,0001045942,"Track Group, Inc.",10-K,20190930,279417.txt,"30992
"
7969,0001649675,Toyota Auto Receivables 2015-C Owner Trust,10-K,20181231,273489.txt,"270
"
7970,0001333493,"eHealth, Inc.",10-K,20171231,268198.txt,"0
"
7971,0000937834,METROPOLITAN LIFE INSURANCE CO,10-K,20171231,278912.txt,"203668
"
7972,0001613765,Navient Student Loan Trust 2014-5,10-K,20191231,282520.txt,"677
"
7973,0001069308,Acer Therapeutics Inc.,10-K,20181231,266078.txt,"97953
"
7974,0001590750,"MIRAGEN THERAPEUTICS, INC.",10-K,20181231,272199.txt,"0
"
7975,0001046311,CHOICE HOTELS INTERNATIONAL INC /DE,10-K,20171231,265759.txt,"935135
"
7976,0000005513,Unum Group,10-K,20181231,276079.txt,"178401
"
7977,0000073756,OCEANEERING INTERNATIONAL INC,10-K,20171231,276694.txt,"202312
"
7978,0001520006,Matador Resources Co,10-K,20191231,281716.txt,"856832
"
7979,0000794170,"Toll Brothers, Inc.",10-K,20191031,277126.txt,"219479
"
7980,0000775368,ALLEGHANY CORP /DE,10-K,20191231,284920.txt,"303398
"
7981,0001418121,"Apple Hospitality REIT, Inc.",10-K,20191231,281094.txt,"32698
"
7982,0001012100,SEALED AIR CORP/DE,10-K,20191231,279196.txt,"80884
"
7983,0000842633,TRIMAS CORP,10-K,20181231,277625.txt,"97993
"
7984,0001013934,STRAYER EDUCATION INC,10-K,20171231,265272.txt,"136217
"
7985,0001598968,Antero Midstream Partners LP,10-K,20181231,272369.txt,"77084
"
7986,0000803164,CHOICEONE FINANCIAL SERVICES INC,10-K,20171231,277213.txt,"0
"
7987,0001083922,"AuraSource, Inc.",10-K,20200331,279661.txt,"12955
"
7988,0001527166,Carlyle Group L.P.,10-K,20181231,270982.txt,"391990
"
7989,0001034592,OMNICOMM SYSTEMS INC,10-K,20171231,265533.txt,"50926
"
7990,0001421182,Verso Corp,10-K,20171231,269477.txt,"83052
"
7991,0001463172,"Zendesk, Inc.",10-K,20181231,270009.txt,"87668
"
7992,0001632275,CAT9 Group Inc.,10-K,20171231,273117.txt,"158134
"
7993,0000897429,"CHICO'S FAS, INC.",10-K,20200201,285540.txt,"1011
"
7994,0001451929,"Avant Diagnostics, Inc",10-K,20180930,269909.txt,"0
"
7995,0001309442,InsPro Technologies Corp,10-K,20171231,267947.txt,"21513
"
7996,0001509190,"ARATANA THERAPEUTICS, INC.",10-K,20181231,270691.txt,"109761
"
7997,0000008146,"AstroNova, Inc.",10-K,20190131,277358.txt,"23229
"
7998,0000015615,MASTEC INC,10-K,20191231,282018.txt,"0
"
7999,0000727207,"Accelerate Diagnostics, Inc",10-K,20171231,276590.txt,"395065
"
8000,0001396549,"Entergy Gulf States Reconstruction Funding I, LLC",10-K,20181231,269074.txt,"615
"
8001,0001139552,WFN CREDIT CO LLC,10-K,20171231,267659.txt,"0
"
8002,0001661181,Avista Healthcare Public Acquisition Corp.,10-K,20171231,273753.txt,"79985
"
8003,0001614178,"Yext, Inc.",10-K,20190131,272705.txt,"66486
"
8004,0001162387,"CAPITAL ONE FUNDING, LLC",10-K,20191231,285704.txt,"457
"
8005,0001062231,AMERICAN AXLE & MANUFACTURING HOLDINGS INC,10-K,20171231,265989.txt,"268902
"
8006,0001224133,MARCHEX INC,10-K,20171231,267374.txt,"59718
"
8007,0001350593,"Mueller Water Products, Inc.",10-K,20180930,268351.txt,"81229
"
8008,0001666134,"BLACKLINE, INC.",10-K,20171231,273832.txt,"52929
"
8009,0001168663,AMANASU TECHNO HOLDINGS CORP,10-K,20171231,267132.txt,"6958
"
8010,0001351051,"Genesis Healthcare, Inc.",10-K,20171231,268355.txt,"95335
"
8011,0001003078,MSC INDUSTRIAL DIRECT CO INC,10-K,20200829,279131.txt,"109559
"
8012,0001759509,"Lyft, Inc.",10-K,20191231,283860.txt,"147273
"
8013,0001513856,"Neurotrope, Inc.",10-K,20181231,270767.txt,"200620
"
8014,0000029644,DONALDSON CO INC,10-K,20200731,284247.txt,"17256
"
8015,0000110621,RPM INTERNATIONAL INC/DE/,10-K,20200531,279796.txt,"106175
"
8016,0001122976,POLYONE CORP,10-K,20191231,279874.txt,"37878
"
8017,0001101239,EQUINIX INC,10-K,20191231,279765.txt,"45723
"
8018,0000788784,PUBLIC SERVICE ENTERPRISE GROUP INC,10-K,20181231,277059.txt,"3007
"
8019,0001390162,Howard Bancorp Inc,10-K,20181231,268988.txt,"105091
"
8020,0001624794,"CSW INDUSTRIALS, INC.",10-K,20190331,272958.txt,"0
"
8021,0001671013,Cardtronics plc,10-K,20171231,273930.txt,"57786
"
8022,0001552328,UBS-Barclays Commercial Mortgage Trust 2012-C2,10-K,20181231,271395.txt,"323
"
8023,0001752363,DBGS 2018-C1 Mortgage Trust,10-K,20191231,283797.txt,"378
"
8024,0001604191,"AzurRx BioPharma, Inc.",10-K,20181231,272479.txt,"67066
"
8025,0000844856,Healthier Choices Management Corp.,10-K,20171231,277637.txt,"1016
"
8026,0001035354,"Eloxx Pharmaceuticals, Inc.",10-K,20171231,265553.txt,"502
"
8027,0001358633,"Intelligent Buying, Inc.",10-K,20171231,268480.txt,"5322
"
8028,0000054507,WESTAR ENERGY INC /KS,10-K,20171231,276074.txt,"159811
"
8029,0001436161,United Cannabis Corp,10-K,20171231,269688.txt,"36673
"
8030,0001041657,"URBAN ONE, INC.",10-K,20171231,265674.txt,"251003
"
8031,0001434389,"UNIVERSAL SOLAR TECHNOLOGY, INC.",10-K,20181231,281189.txt,"0
"
8032,0001070336,ACHILLION PHARMACEUTICALS INC,10-K,20171231,266097.txt,"1196
"
8033,0000084129,RITE AID CORP,10-K,20190302,277608.txt,"664
"
8034,0001428522,"Radius Health, Inc.",10-K,20181231,269581.txt,"201526
"
8035,0000066418,MEXCO ENERGY CORP,10-K,20190331,276212.txt,"1097
"
8036,0001498547,"CIM REAL ESTATE FINANCE TRUST, INC.",10-K,20191231,281566.txt,"101084
"
8037,0001435049,"ADURO BIOTECH, INC.",10-K,20191231,281202.txt,"115502
"
8038,0000918580,Gaming Partners International CORP,10-K,20171231,278627.txt,"61977
"
8039,0001466593,Otter Tail Corp,10-K,20181231,270064.txt,"129074
"
8040,0001169561,COMMVAULT SYSTEMS INC,10-K,20190331,267143.txt,"69065
"
8041,0000752642,"UMH PROPERTIES, INC.",10-K,20171231,276821.txt,"0
"
8042,0001428336,"HEALTHEQUITY, INC.",10-K,20200131,281162.txt,"75821
"
8043,0001539838,"Diamondback Energy, Inc.",10-K,20171231,271214.txt,"393412
"
8044,0001651932,"Xenous Holdings, Inc.",10-K,20200331,282875.txt,"23936
"
8045,0000730349,TOFUTTI BRANDS INC,10-K,20181229,276639.txt,"0
"
8046,0001370053,ANAPTYSBIO INC,10-K,20171231,268633.txt,"225485
"
8047,0000045919,HARTE HANKS INC,10-K,20191231,284441.txt,"53520
"
8048,0001022505,CIPHERLOC Corp,10-K,20190930,279268.txt,"0
"
8049,0001110607,"Deep Down, Inc.",10-K,20171231,266633.txt,"56354
"
8050,0001078037,"REMEDENT, INC.",10-K,20180331,266174.txt,"542734
"
8051,0001003509,AMERICAN EXPRESS CREDIT ACCOUNT MASTER TRUST,10-K,20181231,265102.txt,"480
"
8052,0001575311,Brookfield DTLA Fund Office Trust Investor Inc.,10-K,20191231,282148.txt,"33261
"
8053,0001145057,"FORESCOUT TECHNOLOGIES, INC",10-K,20191231,279987.txt,"87623
"
8054,0000102752,VSE CORP,10-K,20191231,279299.txt,"75609
"
8055,0000853496,INLAND LAND APPRECIATION FUND II LP,10-K,20171231,277708.txt,"0
"
8056,0001015328,WINTRUST FINANCIAL CORP,10-K,20191231,279218.txt,"0
"
8057,0001001258,ASTA FUNDING INC,10-K,20190930,265065.txt,"36698
"
8058,0000355948,RICHARDSON ELECTRONICS LTD/DE,10-K,20190601,275829.txt,"11913
"
8059,0000093410,CHEVRON CORP,10-K,20191231,285775.txt,"540575
"
8060,0001580988,"Cole Credit Property Trust V, Inc.",10-K,20171231,271999.txt,"150273
"
8061,0001361025,DCP Holding CO,10-K,20181231,268510.txt,"319130
"
8062,0001592016,"AgroFresh Solutions, Inc.",10-K,20191231,282330.txt,"2198
"
8063,0000036840,FIRST REAL ESTATE INVESTMENT TRUST OF NEW JERSEY,10-K,20181031,275868.txt,"0
"
8064,0001394108,Sino United Worldwide Consolidated Ltd.,10-K,20181231,269044.txt,"4730
"
8065,0001063104,PROTEO INC,10-K,20191231,279534.txt,"52457
"
8066,0001289496,"Cord Blood America, Inc.",10-K,20171231,267752.txt,"54181
"
8067,0001652535,"ICHOR HOLDINGS, LTD.",10-K,20181228,273575.txt,"32423
"
8068,0001006269,LORAL SPACE & COMMUNICATIONS INC.,10-K,20171231,265162.txt,"140478
"
8069,0000874015,IONIS PHARMACEUTICALS INC,10-K,20171231,277914.txt,"425716
"
8070,0001646972,"Albertsons Companies, Inc.",10-K,20200229,282833.txt,"22398
"
8071,0000832489,"GeoVax Labs, Inc.",10-K,20181231,277547.txt,"0
"
8072,0000719220,S&T BANCORP INC,10-K,20181231,276479.txt,"51953
"
8073,0001251769,"Apollo Endosurgery, Inc.",10-K,20191231,280213.txt,"740764
"
8074,0001590418,FOCUS UNIVERSAL INC.,10-K,20181231,272181.txt,"86708
"
8075,0001530746,"Kaya Holdings, Inc.",10-K,20191231,281791.txt,"0
"
8076,0001688281,Huntington Auto Trust 2016-1,10-K,20191231,283204.txt,"1286
"
8077,0000353020,Aegion Corp,10-K,20171231,275796.txt,"138312
"
8078,0001658304,FundThatCompany,10-K,20170930,273708.txt,"13732
"
8079,0001353611,Invesco CurrencyShares British Pound Sterling Trust,10-KT,20181231,268392.txt,"18210
"
8080,0001364479,HERC HOLDINGS INC,10-K,20181231,268549.txt,"133253
"
8081,0001781522,Nissan Auto Lease Trust 2019-B,10-K,20200331,284034.txt,"500
"
8082,0000203596,WESBANCO INC,10-K,20171231,275382.txt,"0
"
8083,0001644378,RMR GROUP INC.,10-K,20200930,282809.txt,"129873
"
8084,0001690334,SEACOR Marine Holdings Inc.,10-K,20181231,274356.txt,"65060
"
8085,0001083848,CAN CAL RESOURCES LTD,10-K,20171231,266255.txt,"9052
"
8086,0001297667,"ATEL Capital Equipment Fund XI, LLC",10-K,20181231,267825.txt,"0
"
8087,0001673576,Nissan Auto Lease Trust 2016-A,10-K,20180331,274000.txt,"388
"
8088,0001365357,"ZZLL INFORMATION TECHNOLOGY, INC",10-K,20181231,268564.txt,"19886
"
8089,0000714712,JUNIATA VALLEY FINANCIAL CORP,10-K,20181231,276418.txt,"78797
"
8090,0000354190,GALLAGHER ARTHUR J & CO,10-K,20181231,275803.txt,"0
"
8091,0000352825,FOSTER L B CO,10-K,20171231,275786.txt,"73813
"
8092,0001091907,WORLD WRESTLING ENTERTAINMENTINC,10-K,20171231,266382.txt,"30746
"
8093,0001708055,Ribbon Communications Inc.,10-K,20191231,283403.txt,"91588
"
8094,0001289945,"Spok Holdings, Inc",10-K,20191231,280366.txt,"790
"
8095,0001530163,"Samsara Luggage, Inc.",10-K,20191231,281786.txt,"0
"
8096,0001700357,"TEAM 360 SPORTS, INC.",10-K,20171231,274572.txt,"0
"
8097,0001595893,"Turning Point Therapeutics, Inc.",10-K,20191231,282365.txt,"159604
"
8098,0000886982,GOLDMAN SACHS GROUP INC,10-K,20171231,278162.txt,"207332
"
8099,0001497649,Solar Quartz Technologies Corp,10-K,20170930,270490.txt,"7751
"
8100,0000096869,TEJON RANCH CO,10-K,20191231,285860.txt,"239249
"
8101,0001103090,REFLECT SCIENTIFIC INC,10-K,20181231,266549.txt,"57666
"
8102,0001005286,LANDEC CORP \CA\,10-K,20180527,265142.txt,"40436
"
8103,0001704596,"EVO Payments, Inc.",10-K,20191231,283370.txt,"74481
"
8104,0001668788,AmeriCredit Automobile Receivables Trust 2016-2,10-K,20171231,273895.txt,"0
"
8105,0000711772,CAMBRIDGE BANCORP,10-K,20171231,276383.txt,"51318
"
8106,0001655971,"PostAds, Inc.",10-K,20181231,273663.txt,"0
"
8107,0001349929,"CANCER GENETICS, INC",10-K,20191231,280620.txt,"130966
"
8108,0001174814,SKY RESORT INTERNATIONAL Ltd,10-K,20171231,267205.txt,"26506
"
8109,0000854560,"GREAT SOUTHERN BANCORP, INC.",10-K,20171231,277713.txt,"3223027
"
8110,0000763563,CHEMUNG FINANCIAL CORP,10-K,20191231,284870.txt,"121270
"
8111,0001407067,Franklin Financial Network Inc.,10-K,20181231,269231.txt,"56074
"
8112,0001499785,China Herb Group Holdings Corp,10-K,20181231,270537.txt,"0
"
8113,0001721373,BANK 2017-BNK9,10-K,20191231,283538.txt,"378
"
8114,0001505497,"BioRestorative Therapies, Inc.",10-K,20181231,270640.txt,"0
"
8115,0000917520,INTEGRA LIFESCIENCES HOLDINGS CORP,10-K,20171231,278611.txt,"735
"
8116,0001614502,"Resource Income Opportunity REIT, Inc.",10-K,20171231,272710.txt,"33771
"
8117,0001685715,Jagged Peak Energy Inc.,10-K,20181231,274269.txt,"0
"
8118,0001718483,GS Mortgage Securities Trust 2017-GS8,10-K,20181231,274942.txt,"378
"
8119,0000039020,FREQUENCY ELECTRONICS INC,10-K,20190430,275899.txt,"33205
"
8120,0001282266,"WINDSTREAM HOLDINGS, INC.",10-K,20181231,267652.txt,"151304
"
8121,0001619406,Ally Auto Receivables Trust 2014-2,10-K,20171231,270194.txt,"1001
"
8122,0001653653,"Red Rock Resorts, Inc.",10-K,20181231,273613.txt,"531794
"
8123,0001526952,"Wellesley Bancorp, Inc.",10-K,20181231,270978.txt,"132879
"
8124,0000787253,NATURAL ALTERNATIVES INTERNATIONAL INC,10-K,20200630,284953.txt,"36400
"
8125,0001280600,ACCELERON PHARMA INC,10-K,20171231,267634.txt,"182208
"
8126,0001756671,Hyundai Auto Receivables Trust 2018-B,10-K,20191231,280230.txt,"436
"
8127,0001735041,Greenland Technologies Holding Corp.,10-K,20191231,283653.txt,"0
"
8128,0000844143,Differential Brands Group Inc.,10-K,20171231,277631.txt,"61254
"
8129,0001570827,"Victory Capital Holdings, Inc.",10-K,20171231,271740.txt,"907
"
8130,0000772406,CIRRUS LOGIC INC,10-K,20190330,276958.txt,"65547
"
8131,0001013606,ENDOLOGIX INC /DE/,10-K,20171231,265260.txt,"456288
"
8132,0000029989,OMNICOM GROUP INC.,10-K,20181231,275558.txt,"33366
"
8133,0000925741,"BioCardia, Inc.",10-K,20171231,278764.txt,"1240
"
8134,0001267813,MARINUS PHARMACEUTICALS INC,10-K,20191231,280260.txt,"126586
"
8135,0001428205,"Armour Residential REIT, Inc.",10-K,20171231,269572.txt,"41529
"
8136,0001617959,COMM 2014-UBS5 Mortgage Trust,10-K,20181231,272804.txt,"378
"
8137,0001668340,"Bancorp 34, Inc.",10-K,20171231,273878.txt,"108518
"
8138,0001503658,SeD Intelligent Home Inc.,10-K,20191231,281602.txt,"32489
"
8139,0001735438,MeiraGTx Holdings plc,10-K,20181231,275133.txt,"0
"
8140,0001510873,SLM Student Loan Trust 2011-2,10-K,20171231,270722.txt,"552
"
8141,0001331754,Federal Home Loan Bank of Indianapolis,10-K,20181231,268184.txt,"0
"
8142,0000718877,"Activision Blizzard, Inc.",10-K,20191231,284681.txt,"59168
"
8143,0001468666,SecureWorks Corp,10-K,20190201,270086.txt,"170342
"
8144,0001326771,Federal Home Loan Bank of Cincinnati,10-K,20181231,268137.txt,"132603
"
8145,0000853816,LANDSTAR SYSTEM INC,10-K,20171230,277709.txt,"52257
"
8146,0001366561,SMARTSHEET INC,10-K,20200131,280718.txt,"73037
"
8147,0001699462,Wells Fargo Commercial Mortgage Trust 2017-RB1,10-K,20181231,274563.txt,"378
"
8148,0000076063,PANHANDLE EASTERN PIPE LINE CO LP,10-K,20171231,276861.txt,"825
"
8149,0000310764,STRYKER CORP,10-K,20171231,275580.txt,"804
"
8150,0001121788,GARMIN LTD,10-K,20191228,279869.txt,"134905
"
8151,0001261379,Frontier Funds,10-K,20181231,268972.txt,"595
"
8152,0001279620,"Zoned Properties, Inc.",10-K,20181231,267621.txt,"538
"
8153,0001273813,ASSURED GUARANTY LTD,10-K,20171231,267577.txt,"337413
"
8154,0000914122,"Perma-Pipe International Holdings, Inc.",10-K,20180131,278549.txt,"45457
"
8155,0000091440,SNAP-ON Inc,10-K,20181229,278559.txt,"0
"
8156,0000774569,CORTLAND BANCORP INC,10-K,20171231,276972.txt,"48777
"
8157,0001099590,MERCADOLIBRE INC,10-K,20171231,266497.txt,"58506
"
8158,0001360886,"OSIRIS THERAPEUTICS, INC.",10-K,20171231,268505.txt,"0
"
8159,0001310527,Q2Earth Inc.,10-K,20191231,280447.txt,"0
"
8160,0001373715,"ServiceNow, Inc.",10-K,20180228,268689.txt,"0
"
8161,0001473579,"Boston Therapeutics, Inc.",10-K,20181231,270144.txt,"661
"
8162,0001070154,STERLING BANCORP,10-K,20171231,266093.txt,"107412
"
8163,0001434418,CONSTELLATION PHARMACEUTICALS INC,10-K,20181231,269648.txt,"221767
"
8164,0000931015,POLARIS INDUSTRIES INC/MN,10-K,20181231,278827.txt,"85856
"
8165,0001607678,"Viking Therapeutics, Inc.",10-K,20181231,272565.txt,"120241
"
8166,0001385818,"AYTU BIOSCIENCE, INC",10-K,20190630,268921.txt,"49490
"
8167,0001711799,"Nuveen Global Cities REIT, Inc.",10-K,20171231,274817.txt,"0
"
8168,0001356949,Houston Wire & Cable CO,10-K,20181231,268451.txt,"20295
"
8169,0001515740,PREMIER BIOMEDICAL INC,10-K,20181231,270800.txt,"32471
"
8170,0001655759,"ARVINAS, INC.",10-K,20191231,282919.txt,"240189
"
8171,0001380277,"INFRAX SYSTEMS, INC.",10-K,20180629,268789.txt,"111741
"
8172,0001070154,STERLING BANCORP,10-K,20191231,279582.txt,"81551
"
8173,0001576914,MiX Telematics Ltd,10-K,20200331,282169.txt,"217992
"
8174,0001289838,CABCO SERIES 2004-101 TRUST (GOLDMAN SACHS CAPITAL I),10-K,20171231,267758.txt,"237
"
8175,0001685022,AmeriCredit Automobile Receivables Trust 2016-4,10-K,20191231,283179.txt,"337
"
8176,0001774962,BANK 2019-BNK18,10-K,20191231,283991.txt,"378
"
8177,0001758730,Tradeweb Markets Inc.,10-K,20191231,283852.txt,"101545
"
8178,0001541451,Morgan Stanley Capital I Trust 2012-C4,10-K,20171231,271236.txt,"775
"
8179,0001672909,Canterbury Park Holding Corp,10-K,20181231,273983.txt,"39940
"
8180,0001129155,MARINE PRODUCTS CORP,10-K,20191231,279915.txt,"134625
"
8181,0000922358,FERRELLGAS PARTNERS L P,10-K,20190731,265244.txt,"39655
"
8182,0001046327,REALNETWORKS INC,10-K,20191231,279425.txt,"85931
"
8183,0001143238,Triton Emission Solutions Inc.,10-K,20171231,266961.txt,"29759
"
8184,0001501958,"China Liaoning Dingxu Ecological Agriculture Development, Inc.",10-K,20151231,270584.txt,"42761
"
8185,0001637558,CONSOL Coal Resources LP,10-K,20191231,282751.txt,"107662
"
8186,0000100378,TWIN DISC INC,10-K,20180630,265104.txt,"9386
"
8187,0000205402,GRAYBAR ELECTRIC CO INC,10-K,20181231,275388.txt,"43801
"
8188,0000043920,"GREIF, INC",10-K,20201031,284435.txt,"0
"
8189,0001367064,"Archrock Partners, L.P.",10-K,20181231,268583.txt,"21884
"
8190,0001597553,"Sage Therapeutics, Inc.",10-K,20171231,272348.txt,"145858
"
8191,0001493712,Cell MedX Corp.,10-K,20200531,281527.txt,"59550
"
8192,0000711665,FC Global Realty Inc,10-K,20171231,276379.txt,"533
"
8193,0001698991,TPG Pace Holdings Corp.,10-K,20181231,274547.txt,"82170
"
8194,0001370946,Owens Corning,10-K,20191231,280749.txt,"95768
"
8195,0001612126,COMM 2014-UBS4 Mortgage Trust,10-K,20191231,282507.txt,"166
"
8196,0001417663,"SANUWAVE Health, Inc.",10-K,20171231,269409.txt,"0
"
8197,0000860730,"HCA Healthcare, Inc.",10-K,20191231,285277.txt,"367082
"
8198,0001569994,"Waterstone Financial, Inc.",10-K,20181231,271729.txt,"267648
"
8199,0000002969,AIR PRODUCTS & CHEMICALS INC /DE/,10-K,20200930,284249.txt,"888351
"
8200,0001654734,Wells Fargo Commercial Mortgage Trust 2015-C31,10-K,20171231,273635.txt,"378
"
8201,0001317945,"Omega Flex, Inc.",10-K,20171231,268018.txt,"0
"
8202,0001643301,Cure Pharmaceutical Holding Corp.,10-K,20171231,273361.txt,"14771
"
8203,0001139552,WFN CREDIT CO LLC,10-K,20191231,279964.txt,"0
"
8204,0000356590,"GLOBAL TECH INDUSTRIES GROUP, INC.",10-K,20171231,275840.txt,"0
"
8205,0001638911,UAS Drone Corp.,10-K,20171231,273263.txt,"13794
"
8206,0000818677,SECURITY FEDERAL CORP,10-K,20191231,285106.txt,"1295068
"
8207,0001607865,GS Mortgage Securities Trust 2014-GC22,10-K,20191231,282474.txt,"378
"
8208,0001698685,BANK 2017-BNK4,10-K,20181231,274538.txt,"378
"
8209,0001710330,World Omni Auto Receivables Trust 2017-B,10-K,20181231,274779.txt,"507
"
8210,0001136294,Williams Industrial Services Group Inc.,10-K,20191231,279947.txt,"47141
"
8211,0000085961,RYDER SYSTEM INC,10-K,20171231,277766.txt,"0
"
8212,0001520118,"INTEGRATED VENTURES, INC.",10-K,20200630,281718.txt,"22145
"
8213,0000793952,"HARLEY-DAVIDSON, INC.",10-K,20191231,284986.txt,"857111
"
8214,0001658247,"Crinetics Pharmaceuticals, Inc.",10-K,20191231,282942.txt,"120221
"
8215,0000277638,DAVEY TREE EXPERT CO,10-K,20171231,275516.txt,"15967
"
8216,0001571949,"Intercontinental Exchange, Inc.",10-K,20191231,282111.txt,"0
"
8217,0001656839,GS Mortgage Securities Trust 2015-GS1,10-K,20191231,282930.txt,"378
"
8218,0001180145,Cardiovascular Systems Inc,10-K,20200630,280126.txt,"145502
"
8219,0001399352,"COOL TECHNOLOGIES, INC.",10-K,20171231,269111.txt,"38868
"
8220,0001353748,"Mewbourne Energy Partners 07-A, L.P.",10-K,20171231,268411.txt,"7453
"
8221,0001437283,"REGO PAYMENT ARCHITECTURES, INC.",10-K,20181231,269708.txt,"71457
"
8222,0001357671,"Jerrick Media Holdings, Inc.",10-K,20191231,280673.txt,"0
"
8223,0001419275,"ASAP Expo, Inc.",10-K,20171231,269441.txt,"1939
"
8224,0000093410,CHEVRON CORP,10-K,20181231,278869.txt,"550206
"
8225,0001706403,DBJPM 2017-C6 Mortgage Trust,10-K,20191231,283388.txt,"378
"
8226,0000811589,FIRST BANCORP /NC/,10-K,20171231,277301.txt,"148774
"
8227,0001551206,HUNT MINING CORP,10-K,20181231,271364.txt,"16263
"
8228,0001046257,Ingredion Inc,10-K,20181231,265758.txt,"49442
"
8229,0001615418,Beneficial Bancorp Inc.,10-K,20171231,272731.txt,"96108
"
8230,0001077183,NEOGENOMICS INC,10-K,20181231,266164.txt,"127848
"
8231,0001110803,ILLUMINA INC,10-K,20181230,266639.txt,"0
"
8232,0001610486,COMM 2014-CCRE18 Mortgage Trust,10-K,20171231,272627.txt,"378
"
8233,0001021860,NATIONAL OILWELL VARCO INC,10-K,20181231,265387.txt,"0
"
8234,0001701040,CISION LTD.,10-K,20171231,274580.txt,"93226
"
8235,0000728387,"IsoRay, Inc.",10-K,20180630,276610.txt,"123497
"
8236,0000813920,CEC ENTERTAINMENT INC,10-K,20171231,277342.txt,"0
"
8237,0001719959,CD 2017-CD6 Mortgage Trust,10-K,20171231,274968.txt,"378
"
8238,0001589149,"MassRoots, Inc.",10-K,20191231,282293.txt,"0
"
8239,0000013156,"Galaxy Gaming, Inc.",10-K,20171231,267999.txt,"21212
"
8240,0001646188,ZEV VENTURES INC.,10-K,20171231,273422.txt,"14388
"
8241,0001127371,CENTRAL VALLEY COMMUNITY BANCORP,10-K,20171231,266788.txt,"91902
"
8242,0001585673,Citigroup Commercial Mortgage Trust 2013-GC15,10-K,20171231,272103.txt,"232
"
8243,0001648439,Citigroup Commercial Mortgage Trust 2015-P1,10-K,20181231,273468.txt,"230
"
8244,0000033992,"KINGSTONE COMPANIES, INC.",10-K,20181231,275734.txt,"63222
"
8245,0001416265,"PROSPER MARKETPLACE, INC",10-K,20171231,269401.txt,"83954
"
8246,0000357301,TRUSTCO BANK CORP N Y,10-K,20191231,284388.txt,"54779
"
8247,0001285543,StrikeForce Technologies Inc.,10-K,20191231,280333.txt,"38231
"
8248,0001431074,"Bergio International, Inc.",10-K,20191231,281175.txt,"44490
"
8249,0001440153,"Bakhu Holdings, Corp.",10-K,20200731,281241.txt,"85352
"
8250,0000910638,3D SYSTEMS CORP,10-K,20171231,278489.txt,"29027
"
8251,0000033488,ESCALADE INC,10-K,20181229,275729.txt,"32893
"
8252,0000910108,LEXINGTON REALTY TRUST,10-K,20171231,277093.txt,"42895
"
